Loja,Ref. Basica,Descriçao,Saldo em Estoque,Estoque $ Custo,Estoque $ Venda,Tab Preco Custo,PV Tab Venda,PV Tab Promo,PV Tab P Original,Razão Social Fornecedor,Nome Fantasia Fornecedor,Marca,Coleção,Categoria,SubCategoria,Origem,Material,Grupo,Artigo,Modelo,Dt. Saldo,Cod. Saldo
238 - UK - RECIFE 2 - 238,2 04 01 007824,GUARDA CHUVA POLIESTER GOMOS P,4,"219,6",716,"54,9",179,179,179,GUARDACHUVARIA CONTORNOS,CONTORNOS 2,UNCLE K,VERAO 2024,ACESSORIOS,ACESSORIOS,NACIONAL,POLIESTER,ACESSORIOS,GUARDA-CHUVA,GOMOSPV24,9/3/2025,1
238 - UK - RECIFE 2 - 238,2 04 01 007639,GUARDA CHUVA POLIESTER MINI FUN P,3,"155,7",507,"51,9",169,169,169,GUARDACHUVARIA CONTORNOS,CONTORNOS 2,UNCLE K,INVERNO 2023,ACESSORIOS,ACESSORIOS,NACIONAL,POLIESTER,ACESSORIOS,GUARDA-CHUVA,MINIFUNPI23,3/2/2026,1
238 - UK - RECIFE 2 - 238,2 02 18 007828,TENIS LONA ALOHA V24,1,89,149,89,299,149,299,RC INDUSTRIA DE CALCADOS EIRELI,PRIMMA SCARPA,UNCLE K,VERAO 2024,CALCADOS,TENIS,NACIONAL,LONA,CALCADOS,TENIS,ALOHAV24,7/30/2024,1
226 - UK - RECIFE - 226,2 02 18 007421,TENIS LONA ALOHA V23,1,84,149,84,299,149,279,RC INDUSTRIA DE CALCADOS EIRELI,PRIMMA SCARPA,UNCLE K,VERAO 2023,CALCADOS,TENIS,NACIONAL,LONA,CALCADOS,TENIS,ALOHAV23,3/6/2026,1
226 - UK - RECIFE - 226,2 02 15 008600,PAPETE CAMURCA VEG MALTA I25,1,88,229,88,299,229,299,INDUSTRIA E COMERCIO DE CALCADOS S SANTOS LTDA,SUZANA SANTOS,UNCLE K,INVERNO 2025,CALCADOS,SANDALIA,NACIONAL,CAMURCA VEGGIE,CALCADOS,PAPETE,MALTAI25,8/9/2025,1
226 - UK - RECIFE - 226,2 02 15 008600,PAPETE CAMURCA VEG MALTA I25,1,88,229,88,299,229,299,INDUSTRIA E COMERCIO DE CALCADOS S SANTOS LTDA,SUZANA SANTOS,UNCLE K,INVERNO 2025,CALCADOS,SANDALIA,NACIONAL,CAMURCA VEGGIE,CALCADOS,PAPETE,MALTAI25,3/17/2025,1
238 - UK - RECIFE 2 - 238,2 02 18 008873,TENIS NAPA VEG TK2 I26,12,1140,4308,95,359,359,359,INDUSTRIA E COMERCIO DE CALCADOS S SANTOS LTDA,SUZANA SANTOS,UNCLE K,INVERNO 2026,CALCADOS,TENIS,NACIONAL,NAPA VEGGIE,CALCADOS,TENIS,TK2I26,3/16/2026,1
238 - UK - RECIFE 2 - 238,2 02 17 008270,SAPATO NOBUCK VEG FRANCIS V25,1,92,"174,5",92,349,"174,5",349,INDUSTRIA E COMERCIO DE CALCADOS S SANTOS LTDA,SUZANA SANTOS,UNCLE K,VERAO 2025,CALCADOS,SAPATO,NACIONAL,NOBUCK VEGGIE,CALCADOS,SAPATO BONECA,FRANCISV25,8/12/2025,1
226 - UK - RECIFE - 226,02 0000004,AROMATIZANTE DE AMBIENTE AROMATIZANTE DE AMBIENTE,-1,,,,,0,,U J SANTOS AROMAS E COSMETICOS,SEGREDOS DA ALQUIMIA,,,,,,,,,,2/24/2025,1
240 - UK - RECIFE 3 - 240,2 02 15 008765,PAPETE TRAMA VEG KITTY V26,1,63,259,63,259,259,259,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,TRAMA VEGGIE,CALCADOS,PAPETE,KITTYV26,11/6/2025,1
238 - UK - RECIFE 2 - 238,2 02 15 008759,PLATAFORMA NOBUCK VEG FIL V26,1,76,329,76,329,329,329,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NOBUCK VEGGIE,CALCADOS,PLATAFORMA,FILV26,1/22/2026,1
240 - UK - RECIFE 3 - 240,2 02 15 008849,RASTEIRA NAPA/CAMURCA VEG EMBAU V26,1,36,149,36,149,149,149,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA/CAMURCA VEGGIE,CALCADOS,RASTEIRA,EMBAUV26,12/18/2025,1
238 - UK - RECIFE 2 - 238,2 02 15 008849,RASTEIRA NAPA/CAMURCA VEG EMBAU V26,1,36,149,36,149,149,149,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA/CAMURCA VEGGIE,CALCADOS,RASTEIRA,EMBAUV26,1/22/2026,1
238 - UK - RECIFE 2 - 238,2 02 15 008848,RASTEIRA NAPA/CAMURCA VEG MARAU V26,1,36,149,36,149,149,149,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA/CAMURCA VEGGIE,CALCADOS,RASTEIRA,MARAUV26,2/25/2026,1
242 - UK - RECIFE 4 - 242,2 02 15 008847,PAPETE NAPA/CAMURCA VEG GRUMARI V26,1,56,229,56,229,229,229,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,,NACIONAL,NAPA/CAMURCA VEGGIE,CALCADOS,PAPETE,GRUMARIV26,2/24/2026,1
240 - UK - RECIFE 3 - 240,2 02 15 008847,PAPETE NAPA/CAMURCA VEG GRUMARI V26,1,56,229,56,229,229,229,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,,NACIONAL,NAPA/CAMURCA VEGGIE,CALCADOS,PAPETE,GRUMARIV26,3/3/2026,1
242 - UK - RECIFE 4 - 242,2 02 15 008847,PAPETE NAPA/CAMURCA VEG GRUMARI V26,1,56,229,56,229,229,229,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,,NACIONAL,NAPA/CAMURCA VEGGIE,CALCADOS,PAPETE,GRUMARIV26,3/2/2026,1
